nom,classe,x,y
de-kooning_16.jpg,10,-2.6465003,-8.40244
de-kooning_3.jpg,10,-2.5226574,-10.16903
de-kooning_7.jpg,6,-6.797932,11.709479
de-kooning_8.jpg,10,-2.4439602,-4.5079393
de-kooning_9.jpg,10,-4.2870584,-8.696556
de-souza-cardoso_11.jpg,11,-1.8853929,-19.32266
de-souza-cardoso_12.jpg,10,-2.9418304,-11.530005
de-souza-cardoso_13.jpg,10,-2.5832407,-11.395449
de-souza-cardoso_14.jpg,10,-2.9778762,-11.240723
de-souza-cardoso_15.jpg,10,6.580844,-11.283392
de-souza-cardoso_31.jpg,11,21.644512,-15.091903
de-souza-cardoso_32.jpg,11,21.845535,-14.694263
de-souza-cardoso_33.jpg,11,20.631004,-13.624996
de-souza-cardoso_34.jpg,11,20.712082,-13.78693
de-stael_1.jpg,2,6.492916,-2.6303928
de-stael_10.jpg,13,25.226662,3.0990849
de-stael_11.jpg,2,-16.86651,1.7853767
de-stael_12.jpg,6,-15.481816,8.168478
de-stael_13.jpg,6,-15.6418295,8.016131
de-stael_14.jpg,4,-17.01965,2.711636
de-stael_15.jpg,6,-15.104119,15.202147
de-stael_16.jpg,9,6.663958,-2.6312344
de-stael_18.jpg,5,-5.16198,24.691214
de-stael_19.jpg,11,20.08671,-5.945614
de-stael_2.jpg,10,-18.948595,-16.071758
de-stael_20.jpg,6,-5.608165,24.719433
de-stael_21.jpg,6,9.872536,5.8798814
de-stael_22.jpg,14,-6.984545,24.12276
de-stael_23.jpg,10,5.2088156,-9.910714
de-stael_24.jpg,10,-13.308577,-6.5416718
de-stael_29.jpg,10,-0.90892684,15.515516
de-stael_3.jpg,4,-14.523306,-7.114419
de-stael_4.jpg,10,-18.914083,-16.12619
de-stael_41.jpg,10,-13.307762,-8.633471
de-stael_5.jpg,10,8.778383,-13.571057
de-stael_6.jpg,10,7.028157,-8.678251
de-stael_7.jpg,4,-17.499922,3.209137
de-stael_8.jpg,9,-0.05396709,22.767824
de-stael_9.jpg,9,9.12974,-3.8275764
debre_1.jpg,2,11.901224,7.6923704
debre_2.jpg,3,13.984719,17.303556
defeo_1.jpg,10,-15.2442045,-5.258795
degottex_1.jpg,2,21.188778,0.43747422
degottex_10.jpg,7,28.199331,-9.432025
degottex_11.jpg,2,-14.055954,21.08763
degottex_2.jpg,7,21.928473,-18.637796
degottex_3.jpg,10,-5.7830963,10.324889
degottex_4.jpg,14,-9.903683,28.517612
degottex_5.jpg,9,-2.2993655,0.445745
deguelle_1.jpg,7,27.093594,-11.040845
del-marle_1.jpg,5,-6.4336963,26.308216
delaney_1.jpg,6,-7.112006,18.767641
delaunay-r_10.jpg,10,13.560832,-21.088858
delaunay-r_12.jpg,7,4.8025584,-17.234482
delaunay-r_15.jpg,10,9.9893465,1.11077
delaunay-r_17.jpg,4,-21.371618,-12.360175
delaunay-r_18.jpg,4,-19.277138,3.2487335
delaunay-r_19.jpg,2,-7.528227,5.585052
delaunay-r_2.jpg,11,14.539944,-17.305662
delaunay-r_21.jpg,8,14.980481,4.975046
delaunay-r_32.jpg,8,14.983217,4.9846163
delaunay-r_34.jpg,11,8.664256,-24.483503
